,date,label,media,campaign,spend,imp,install,CPI,first_purchase,cpa,binned
4756,2023.5.25,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,967809,4352,128,7561,0,0,"(0.0, 455.0]"
4768,2023.5.26,인스톨,페이스북,fb_app_install_catalog_aos_2201,698421,44342,322,2169,9,77602,"(0.0, 455.0]"
4769,2023.5.26,인스톨,페이스북,fb_app_install_catalog_ios_2301,1997716,207897,678,2946,5,399543,"(455.0, 910.0]"
4770,2023.5.26,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1509543,36972,311,4854,24,62898,"(0.0, 455.0]"
4771,2023.5.26,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,934657,4703,89,10502,0,0,"(0.0, 455.0]"
4783,2023.5.27,인스톨,페이스북,fb_app_install_catalog_aos_2201,681392,47432,450,1514,10,68139,"(0.0, 455.0]"
4784,2023.5.27,인스톨,페이스북,fb_app_install_catalog_ios_2301,1982499,228406,604,3282,5,396500,"(455.0, 910.0]"
4785,2023.5.27,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1466817,37161,418,3509,23,63775,"(0.0, 455.0]"
4786,2023.5.27,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,908814,4703,43,21135,1,908814,"(0.0, 455.0]"
4798,2023.5.28,인스톨,페이스북,fb_app_install_catalog_aos_2201,724603,49439,593,1222,11,65873,"(455.0, 910.0]"
4799,2023.5.28,인스톨,페이스북,fb_app_install_catalog_ios_2301,2052473,261710,621,3305,6,342079,"(455.0, 910.0]"
4800,2023.5.28,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1572353,37233,525,2995,28,56155,"(455.0, 910.0]"
4801,2023.5.28,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,959254,5692,27,35528,0,0,"(0.0, 455.0]"
4813,2023.5.29,인스톨,페이스북,fb_app_install_catalog_aos_2201,724247,44584,669,1083,9,80472,"(455.0, 910.0]"
4814,2023.5.29,인스톨,페이스북,fb_app_install_catalog_ios_2301,2062856,247449,676,3052,6,343809,"(455.0, 910.0]"
4815,2023.5.29,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1572677,33924,468,3360,27,58247,"(455.0, 910.0]"
4816,2023.5.29,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,965593,6250,32,30175,1,965593,"(0.0, 455.0]"
4828,2023.5.30,인스톨,페이스북,fb_app_install_catalog_aos_2201,706830,43857,632,1118,16,44177,"(455.0, 910.0]"
4829,2023.5.30,인스톨,페이스북,fb_app_install_catalog_ios_2301,2015473,233439,622,3240,9,223941,"(455.0, 910.0]"
4830,2023.5.30,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1521526,34855,478,3183,19,80080,"(455.0, 910.0]"
4831,2023.5.30,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,936015,5849,23,40696,0,0,"(0.0, 455.0]"
4843,2023.5.31,인스톨,페이스북,fb_app_install_catalog_aos_2201,719072,45358,599,1200,8,89884,"(455.0, 910.0]"
4844,2023.5.31,인스톨,페이스북,fb_app_install_catalog_ios_2301,2056581,232910,735,2798,4,514145,"(455.0, 910.0]"
4845,2023.5.31,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1495021,32919,412,3629,18,83057,"(0.0, 455.0]"
4846,2023.5.31,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,903526,4789,39,23167,2,451763,"(0.0, 455.0]"
4858,2023.6.1,인스톨,페이스북,fb_app_install_catalog_aos_2201,693376,44432,490,1415,9,77042,"(455.0, 910.0]"
4859,2023.6.1,인스톨,페이스북,fb_app_install_catalog_ios_2301,1982741,245846,674,2942,4,495685,"(455.0, 910.0]"
4860,2023.6.1,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1487856,32437,460,3234,15,99190,"(455.0, 910.0]"
4861,2023.6.1,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,33,0,0,0,"(0.0, 455.0]"
4872,2023.6.2,인스톨,페이스북,fb_app_install_catalog_aos_2201,689802,43314,583,1183,10,68980,"(455.0, 910.0]"
4873,2023.6.2,인스톨,페이스북,fb_app_install_catalog_ios_2301,1977211,240846,623,3174,6,329535,"(455.0, 910.0]"
4874,2023.6.2,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1520200,33641,431,3527,19,80011,"(0.0, 455.0]"
4875,2023.6.2,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,21,0,0,0,"(0.0, 455.0]"
4885,2023.6.3,인스톨,페이스북,fb_app_install_catalog_aos_2201,685856,39778,562,1220,8,85732,"(455.0, 910.0]"
4886,2023.6.3,인스톨,페이스북,fb_app_install_catalog_ios_2301,1980720,215670,556,3562,4,495180,"(455.0, 910.0]"
4887,2023.6.3,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1510206,32303,464,3255,18,83900,"(455.0, 910.0]"
4888,2023.6.3,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,13,0,0,0,"(0.0, 455.0]"
4898,2023.6.4,인스톨,페이스북,fb_app_install_catalog_aos_2201,723018,41461,635,1139,14,51644,"(455.0, 910.0]"
4899,2023.6.4,인스톨,페이스북,fb_app_install_catalog_ios_2301,2057147,252749,568,3622,3,685716,"(455.0, 910.0]"
4900,2023.6.4,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1564995,35096,605,2587,21,74524,"(455.0, 910.0]"
4901,2023.6.4,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,10,0,0,0,"(0.0, 455.0]"
4911,2023.6.5,인스톨,페이스북,fb_app_install_catalog_aos_2201,697952,44281,583,1197,14,49854,"(455.0, 910.0]"
4912,2023.6.5,인스톨,페이스북,fb_app_install_catalog_ios_2301,1983210,261700,620,3199,1,1983210,"(455.0, 910.0]"
4913,2023.6.5,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1503834,37670,487,3088,23,65384,"(455.0, 910.0]"
4914,2023.6.5,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,16,0,0,0,"(0.0, 455.0]"
4924,2023.6.6,인스톨,페이스북,fb_app_install_catalog_aos_2201,692389,44013,631,1097,7,98913,"(455.0, 910.0]"
4925,2023.6.6,인스톨,페이스북,fb_app_install_catalog_ios_2301,1976596,267649,602,3283,3,658865,"(455.0, 910.0]"
4926,2023.6.6,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1498966,35457,683,2195,32,46843,"(455.0, 910.0]"
4927,2023.6.6,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,5,0,0,0,"(0.0, 455.0]"
4937,2023.6.7,인스톨,페이스북,fb_app_install_catalog_aos_2201,715062,41948,532,1344,9,79451,"(455.0, 910.0]"
4938,2023.6.7,인스톨,페이스북,fb_app_install_catalog_ios_2301,2036835,261968,639,3188,2,1018418,"(455.0, 910.0]"
4939,2023.6.7,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1538264,41716,627,2453,38,40481,"(455.0, 910.0]"
4940,2023.6.7,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,11,0,0,0,"(0.0, 455.0]"
4950,2023.6.8,인스톨,페이스북,fb_app_install_catalog_aos_2201,728759,44569,425,1715,12,60730,"(0.0, 455.0]"
4951,2023.6.8,인스톨,페이스북,fb_app_install_catalog_ios_2301,2084024,276056,647,3221,1,2084024,"(455.0, 910.0]"
4952,2023.6.8,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1571609,51097,498,3156,25,62864,"(455.0, 910.0]"
4953,2023.6.8,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,14,0,0,0,"(0.0, 455.0]"
4963,2023.6.9,인스톨,페이스북,fb_app_install_catalog_aos_2201,679840,54639,412,1650,8,84980,"(0.0, 455.0]"
4964,2023.6.9,인스톨,페이스북,fb_app_install_catalog_ios_2301,1990245,265255,757,2629,4,497561,"(455.0, 910.0]"
4965,2023.6.9,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1508880,62641,504,2994,24,62870,"(455.0, 910.0]"
4966,2023.6.9,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,11,0,0,0,"(0.0, 455.0]"
4977,2023.6.10,인스톨,페이스북,fb_app_install_catalog_aos_2201,708529,53428,439,1614,14,50609,"(0.0, 455.0]"
4978,2023.6.10,인스톨,페이스북,fb_app_install_catalog_ios_2301,2001306,258156,752,2661,6,333551,"(455.0, 910.0]"
4979,2023.6.10,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1494923,56162,505,2960,37,40403,"(455.0, 910.0]"
4980,2023.6.10,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,15,0,0,0,"(0.0, 455.0]"
4991,2023.6.11,인스톨,페이스북,fb_app_install_catalog_aos_2201,747049,58395,514,1453,13,57465,"(455.0, 910.0]"
4992,2023.6.11,인스톨,페이스북,fb_app_install_catalog_ios_2301,2119877,257170,691,3068,6,353313,"(455.0, 910.0]"
4993,2023.6.11,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1615402,56191,587,2752,36,44872,"(455.0, 910.0]"
4994,2023.6.11,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,9,0,0,0,"(0.0, 455.0]"
5005,2023.6.12,인스톨,페이스북,fb_app_install_catalog_aos_2201,723229,56907,457,1583,13,55633,"(455.0, 910.0]"
5006,2023.6.12,인스톨,페이스북,fb_app_install_catalog_ios_2301,2051891,255352,899,2282,4,512973,"(455.0, 910.0]"
5007,2023.6.12,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1555114,55795,470,3309,20,77756,"(455.0, 910.0]"
5008,2023.6.12,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,12,0,0,0,"(0.0, 455.0]"
5019,2023.6.13,인스톨,페이스북,fb_app_install_catalog_aos_2201,698890,54512,395,1769,3,232963,"(0.0, 455.0]"
5020,2023.6.13,인스톨,페이스북,fb_app_install_catalog_ios_2301,1981771,256228,719,2756,4,495443,"(455.0, 910.0]"
5021,2023.6.13,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1494665,54113,483,3095,24,62278,"(455.0, 910.0]"
5022,2023.6.13,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,7,0,0,0,"(0.0, 455.0]"
5033,2023.6.14,인스톨,페이스북,fb_app_install_catalog_aos_2201,693295,48069,366,1894,8,86662,"(0.0, 455.0]"
5034,2023.6.14,인스톨,페이스북,fb_app_install_catalog_ios_2301,1973443,269654,662,2981,4,493361,"(455.0, 910.0]"
5035,2023.6.14,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1497915,55085,532,2816,27,55478,"(455.0, 910.0]"
5036,2023.6.14,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,11,0,0,0,"(0.0, 455.0]"
5047,2023.6.15,인스톨,페이스북,fb_app_install_catalog_aos_2201,688767,43761,357,1929,4,172192,"(0.0, 455.0]"
5048,2023.6.15,인스톨,페이스북,fb_app_install_catalog_ios_2301,1996649,232570,770,2593,4,499162,"(455.0, 910.0]"
5049,2023.6.15,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1489037,53149,415,3588,27,55150,"(0.0, 455.0]"
5050,2023.6.15,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,2,0,0,0,"(0.0, 455.0]"
5061,2023.6.16,인스톨,페이스북,fb_app_install_catalog_aos_2201,692001,45331,311,2225,5,138400,"(0.0, 455.0]"
5062,2023.6.16,인스톨,페이스북,fb_app_install_catalog_ios_2301,1990326,240384,772,2578,3,663442,"(455.0, 910.0]"
5063,2023.6.16,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1489684,51969,399,3734,23,64769,"(0.0, 455.0]"
5064,2023.6.16,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,6,0,0,0,"(0.0, 455.0]"
5075,2023.6.17,인스톨,페이스북,fb_app_install_catalog_aos_2201,702319,43394,338,2078,5,140464,"(0.0, 455.0]"
5076,2023.6.17,인스톨,페이스북,fb_app_install_catalog_ios_2301,2015408,234872,693,2908,3,671803,"(455.0, 910.0]"
5077,2023.6.17,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1539654,56556,450,3421,35,43990,"(0.0, 455.0]"
5078,2023.6.17,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,1,0,0,0,"(0.0, 455.0]"
5089,2023.6.18,인스톨,페이스북,fb_app_install_catalog_aos_2201,746338,45335,376,1985,13,57411,"(0.0, 455.0]"
5090,2023.6.18,인스톨,페이스북,fb_app_install_catalog_ios_2301,2114087,224932,680,3109,2,1057044,"(455.0, 910.0]"
5091,2023.6.18,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1608206,53496,434,3706,35,45949,"(0.0, 455.0]"
5092,2023.6.18,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,4,0,0,0,"(0.0, 455.0]"
5103,2023.6.19,인스톨,페이스북,fb_app_install_catalog_aos_2201,727724,47569,346,2103,3,242575,"(0.0, 455.0]"
5104,2023.6.19,인스톨,페이스북,fb_app_install_catalog_ios_2301,2060527,225731,843,2444,3,686842,"(455.0, 910.0]"
5105,2023.6.19,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1574310,55396,383,4110,20,78716,"(0.0, 455.0]"
5106,2023.6.19,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,4,0,0,0,"(0.0, 455.0]"
5119,2023.6.20,인스톨,페이스북,fb_app_install_catalog_aos_2201,690238,39889,288,2397,6,115040,"(0.0, 455.0]"
5120,2023.6.20,인스톨,페이스북,fb_app_install_catalog_ios_2301,1989032,185027,782,2544,5,397806,"(455.0, 910.0]"
5121,2023.6.20,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1526426,43530,428,3566,28,54515,"(0.0, 455.0]"
5122,2023.6.20,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,7,0,0,0,"(0.0, 455.0]"
5134,2023.6.21,인스톨,페이스북,fb_app_install_catalog_aos_2201,704130,40789,300,2347,7,100590,"(0.0, 455.0]"
5135,2023.6.21,인스톨,페이스북,fb_app_install_catalog_ios_2301,1980493,184016,739,2680,3,660164,"(455.0, 910.0]"
5136,2023.6.21,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1519715,36824,328,4633,15,101314,"(0.0, 455.0]"
5137,2023.6.21,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,4,0,0,0,"(0.0, 455.0]"
5149,2023.6.22,인스톨,페이스북,fb_app_install_catalog_aos_2201,699197,46976,316,2213,7,99885,"(0.0, 455.0]"
5150,2023.6.22,인스톨,페이스북,fb_app_install_catalog_ios_2301,1971664,232660,717,2750,6,328611,"(455.0, 910.0]"
5151,2023.6.22,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1496120,43757,346,4324,13,115086,"(0.0, 455.0]"
5152,2023.6.22,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,2,0,0,0,"(0.0, 455.0]"
5164,2023.6.23,인스톨,페이스북,fb_app_install_catalog_aos_2201,682330,46947,276,2472,11,62030,"(0.0, 455.0]"
5165,2023.6.23,인스톨,페이스북,fb_app_install_catalog_ios_2301,1991959,218434,661,3014,9,221329,"(455.0, 910.0]"
5166,2023.6.23,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1482051,44211,346,4283,20,74103,"(0.0, 455.0]"
5167,2023.6.23,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,3,0,0,0,"(0.0, 455.0]"
5179,2023.6.24,인스톨,페이스북,fb_app_install_catalog_aos_2201,695591,40353,332,2095,16,43474,"(0.0, 455.0]"
5180,2023.6.24,인스톨,페이스북,fb_app_install_catalog_ios_2301,2021602,175684,584,3462,4,505400,"(455.0, 910.0]"
5181,2023.6.24,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1474644,38886,379,3891,19,77613,"(0.0, 455.0]"
5182,2023.6.24,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,4,0,0,0,"(0.0, 455.0]"
5194,2023.6.25,인스톨,페이스북,fb_app_install_catalog_aos_2201,751416,43431,343,2191,8,93927,"(0.0, 455.0]"
5195,2023.6.25,인스톨,페이스북,fb_app_install_catalog_ios_2301,2115996,200451,601,3521,4,528999,"(455.0, 910.0]"
5196,2023.6.25,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1600638,44415,418,3829,17,94155,"(0.0, 455.0]"
5197,2023.6.25,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,2,0,0,0,"(0.0, 455.0]"
5208,2023.6.26,인스톨,페이스북,fb_app_install_catalog_aos_2201,727563,46725,344,2115,7,103938,"(0.0, 455.0]"
5209,2023.6.26,인스톨,페이스북,fb_app_install_catalog_ios_2301,2059201,223028,660,3120,4,514800,"(455.0, 910.0]"
5210,2023.6.26,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1572515,50040,357,4405,18,87362,"(0.0, 455.0]"
5211,2023.6.26,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,3,0,0,0,"(0.0, 455.0]"
5222,2023.6.27,인스톨,페이스북,fb_app_install_catalog_aos_2201,699052,39188,340,2056,13,53773,"(0.0, 455.0]"
5223,2023.6.27,인스톨,페이스북,fb_app_install_catalog_ios_2301,1988757,205026,710,2801,7,284108,"(455.0, 910.0]"
5224,2023.6.27,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1510384,40085,365,4138,21,71923,"(0.0, 455.0]"
5225,2023.6.27,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,8,0,0,0,"(0.0, 455.0]"
5236,2023.6.28,인스톨,페이스북,fb_app_install_catalog_aos_2201,692001,38864,296,2338,2,346001,"(0.0, 455.0]"
5237,2023.6.28,인스톨,페이스북,fb_app_install_catalog_ios_2301,1942539,199077,682,2848,7,277506,"(455.0, 910.0]"
5238,2023.6.28,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1493549,37458,367,4070,25,59742,"(0.0, 455.0]"
5239,2023.6.28,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,6,0,0,0,"(0.0, 455.0]"
5250,2023.6.29,인스톨,페이스북,fb_app_install_catalog_aos_2201,688411,40295,351,1961,10,68841,"(0.0, 455.0]"
5251,2023.6.29,인스톨,페이스북,fb_app_install_catalog_ios_2301,1986380,213192,708,2806,11,180580,"(455.0, 910.0]"
5252,2023.6.29,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1495021,40438,395,3785,19,78685,"(0.0, 455.0]"
5253,2023.6.29,인스톨,페이스북,fb_app_install_purchase_catalog_ios_2302,0,0,3,0,0,0,"(0.0, 455.0]"
5264,2023.6.30,인스톨,페이스북,fb_app_install_catalog_aos_2201,690982,37351,299,2311,10,69098,"(0.0, 455.0]"
5265,2023.6.30,인스톨,페이스북,fb_app_install_catalog_ios_2301,1997296,179998,704,2837,12,166441,"(455.0, 910.0]"
5266,2023.6.30,인스톨,페이스북,fb_app_install_purchase_catalog_aos_2302,1494940,42032,377,3965,25,59798,"(0.0, 455.0]"
5279,2023.7.1,인스톨,페이스북,fb_app_install_catalog_aos_2201,694411,39013,367,1892,15,46294,"(0.0, 455.0]"
5280,2023.7.1,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,2037984,222915,713,2858,13,156768,"(455.0, 910.0]"
5281,2023.7.1,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1510820,47316,424,3563,26,58108,"(0.0, 455.0]"
5294,2023.7.2,인스톨,페이스북,fb_app_install_catalog_aos_2201,749119,46529,391,1916,7,107017,"(0.0, 455.0]"
5295,2023.7.2,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,2112163,249155,680,3106,0,0,"(455.0, 910.0]"
5296,2023.7.2,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1612346,49996,487,3311,23,70102,"(455.0, 910.0]"
5311,2023.7.3,인스톨,페이스북,fb_app_install_catalog_aos_2201,724700,42053,313,2315,2,362350,"(0.0, 455.0]"
5312,2023.7.3,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,2059023,240350,796,2587,3,686341,"(455.0, 910.0]"
5313,2023.7.3,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1561049,50391,417,3744,16,97566,"(0.0, 455.0]"
5327,2023.7.4,인스톨,페이스북,fb_app_install_catalog_aos_2201,265975,14314,140,1900,3,88658,"(0.0, 455.0]"
5328,2023.7.4,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1598826,190589,699,2287,5,319765,"(455.0, 910.0]"
5329,2023.7.4,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1485495,45759,408,3641,33,45015,"(0.0, 455.0]"
5342,2023.7.5,인스톨,페이스북,fb_app_install_catalog_aos_2201,0,0,1,0,0,0,"(0.0, 455.0]"
5343,2023.7.5,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1619170,183912,636,2546,4,404793,"(455.0, 910.0]"
5344,2023.7.5,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1246656,39984,365,3415,20,62333,"(0.0, 455.0]"
5358,2023.7.6,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1616211,180841,574,2816,3,538737,"(455.0, 910.0]"
5359,2023.7.6,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1238473,41705,345,3590,16,77405,"(0.0, 455.0]"
5373,2023.7.7,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1605295,187445,571,2811,2,802648,"(455.0, 910.0]"
5374,2023.7.7,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1243519,45889,345,3604,13,95655,"(0.0, 455.0]"
5388,2023.7.8,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1568925,187961,597,2628,5,313785,"(455.0, 910.0]"
5389,2023.7.8,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1266709,41972,373,3396,17,74512,"(0.0, 455.0]"
5403,2023.7.9,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1741687,211238,539,3231,9,193521,"(455.0, 910.0]"
5404,2023.7.9,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1340743,44537,415,3231,18,74486,"(0.0, 455.0]"
5418,2023.7.10,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1693786,199496,611,2772,6,282298,"(455.0, 910.0]"
5419,2023.7.10,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1301705,45952,387,3364,14,92979,"(0.0, 455.0]"
5434,2023.7.11,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1637622,203833,691,2370,6,272937,"(455.0, 910.0]"
5435,2023.7.11,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1258219,42926,419,3003,25,50329,"(0.0, 455.0]"
5448,2023.7.12,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1624911,208521,625,2600,7,232130,"(455.0, 910.0]"
5449,2023.7.12,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,1246414,47455,393,3172,20,62321,"(0.0, 455.0]"
5462,2023.7.13,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1621353,228519,576,2815,4,405338,"(455.0, 910.0]"
5463,2023.7.13,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,801823,34094,258,3108,3,267274,"(0.0, 455.0]"
5476,2023.7.14,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1639951,173576,560,2928,2,819975,"(455.0, 910.0]"
5477,2023.7.14,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,0,0,28,0,0,0,"(0.0, 455.0]"
5489,2023.7.15,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1666489,187856,561,2971,2,833244,"(455.0, 910.0]"
5490,2023.7.15,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,0,0,23,0,0,0,"(0.0, 455.0]"
5502,2023.7.16,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1738307,199354,677,2568,0,0,"(455.0, 910.0]"
5503,2023.7.16,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,0,0,16,0,0,0,"(0.0, 455.0]"
5517,2023.7.17,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1594880,163597,685,2328,2,797440,"(455.0, 910.0]"
5518,2023.7.17,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,0,0,14,0,0,0,"(0.0, 455.0]"
5531,2023.7.18,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1630361,153126,648,2516,2,815181,"(455.0, 910.0]"
5532,2023.7.18,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,0,0,7,0,0,0,"(0.0, 455.0]"
5543,2023.7.19,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1628081,162423,506,3218,1,1628081,"(455.0, 910.0]"
5544,2023.7.19,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,0,0,2,0,0,0,"(0.0, 455.0]"
5557,2023.7.20,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1624006,166578,576,2819,1,1624006,"(455.0, 910.0]"
5558,2023.7.20,인스톨,페이스북,UI_fb_app_install_purchase_catalog_aos_2302,0,0,4,0,0,0,"(0.0, 455.0]"
5570,2023.7.21,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1643412,185184,496,3313,2,821706,"(455.0, 910.0]"
5582,2023.7.22,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1659939,173362,118,14067,3,553313,"(0.0, 455.0]"
5595,2023.7.23,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1740150,179195,141,12341,1,1740150,"(0.0, 455.0]"
5607,2023.7.24,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1687382,179991,321,5257,4,421846,"(0.0, 455.0]"
5619,2023.7.25,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1633644,168949,487,3355,4,408411,"(455.0, 910.0]"
5632,2023.7.26,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1626367,178372,559,2909,8,203296,"(455.0, 910.0]"
5646,2023.7.27,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1387738,145088,613,2264,1,1387738,"(455.0, 910.0]"
5662,2023.7.28,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1551637,153959,536,2895,6,258606,"(455.0, 910.0]"
5676,2023.7.29,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1622760,143620,559,2903,6,270460,"(455.0, 910.0]"
5690,2023.7.30,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1741396,160691,620,2809,7,248771,"(455.0, 910.0]"
5703,2023.7.31,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1688013,161523,557,3031,3,562671,"(455.0, 910.0]"
5716,2023.8.1,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1634938,172327,542,3016,7,233563,"(455.0, 910.0]"
5731,2023.8.2,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1630167,165307,576,2830,4,407542,"(455.0, 910.0]"
5744,2023.8.3,인스톨,페이스북,UI_fb_app_install_catalog_ios_2301,1625574,158816,520,3126,3,541858,"(455.0, 910.0]"
